"Season","Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","WAR","playerid"
"1938","Rabbit Warstler","Bees","142","467","520","108","94","10","4","0","37","40","48","38","3","",".231",".303",".270",".573","0.6","1013643"
"1972","Felix Millan","Braves","125","498","534","128","105","19","3","1","46","38","23","28","6","4",".257",".292",".313",".605","-0.5","1008867"
"2017","Austin Hedges","Padres","120","387","417","83","48","17","0","18","36","55","23","122","4","1",".214",".262",".398",".660","1.8","12976"
"1956","Daryl Spencer","Giants","146","489","534","108","79","13","2","14","46","42","35","65","1","3",".221",".275",".342",".617","0.0","1012321"
"1960","Don Blasingame","Giants","136","523","583","123","101","12","8","2","72","31","49","53","14","2",".235",".302",".300",".602","0.2","1001056"
"1982","Bruce Benedict","Braves","118","386","438","95","80","11","1","3","34","44","37","40","4","4",".246",".315",".303",".618","1.0","1000829"
"1973","Rennie Stennett","Pirates","128","466","491","113","82","18","3","10","45","55","16","63","2","3",".242",".265",".358",".623","-0.4","1012484"
"1969","Freddie Patek","Pirates","147","460","522","110","95","9","1","5","48","32","53","86","15","8",".239",".318",".296",".614","-0.1","1010052"
"2018","Adam Duvall","- - -","138","384","427","75","40","20","0","15","48","61","37","117","2","2",".195",".274",".365",".639","0.2","10950"
"1971","Jimmy Wynn","Astros","123","404","466","82","59","16","0","7","38","45","56","63","10","5",".203",".302",".295",".596","0.1","1014313"
"1976","Tito Fuentes","Padres","135","520","559","137","117","18","0","2","48","36","18","38","5","3",".263",".287",".310",".597","0.3","1004385"
"2018","Billy Hamilton","Reds","153","504","556","119","90","16","9","4","74","29","46","132","34","10",".236",".299",".327",".626","1.3","10199"
"1938","Leo Durocher","Dodgers","141","479","532","105","81","18","5","1","41","56","47","30","3","",".219",".293",".284",".577","-0.3","1003596"
"1961","Roy McMillan","Braves","154","505","588","111","88","16","0","7","42","48","61","86","2","4",".220",".305",".293",".598","2.3","1008643"
"1974","Tim Foli","Expos","121","441","493","112","99","10","3","0","41","39","28","27","8","2",".254",".300",".290",".591","2.0","1004202"
"1968","Bill Mazeroski","Pirates","143","506","556","127","104","18","2","3","36","42","38","38","3","4",".251",".304",".312",".616","2.9","1008316"
"1982","Garry Templeton","Padres","141","563","601","139","100","25","8","6","76","64","26","82","27","16",".247",".279",".352",".631","1.6","1012909"
"2002","Juan Uribe","Rockies","155","566","618","136","98","25","7","6","69","49","34","120","9","2",".240",".286",".341",".627","-1.6","454"
"1967","Ron Fairly","Dodgers","153","486","554","107","78","19","0","10","45","55","54","51","1","4",".220",".295",".321",".616","-0.8","1003907"
"2014","Melvin Upton Jr.","Braves","141","519","582","108","72","19","5","12","67","35","57","173","20","7",".208",".287",".333",".620","0.0","5015"
"1990","Eric Yelding","Astros","142","511","559","130","115","9","5","1","69","28","39","87","64","25",".254",".305",".297",".602","0.7","1014335"
"1978","Dave Cash","Expos","159","658","703","166","134","26","3","3","66","43","37","29","12","6",".252",".291",".315",".605","0.8","1002041"
"1971","Tommy Helms","Reds","150","547","588","141","111","26","1","3","40","52","26","33","3","4",".258",".289",".325",".615","2.2","1005616"
"1969","Tommy Helms","Reds","126","480","508","129","109","18","1","1","38","40","18","33","4","6",".269",".296",".317",".613","-0.8","1005616"
"1975","Milt May","Astros","111","386","420","93","73","15","1","4","29","52","26","41","1","2",".241",".287",".316",".603","0.8","1008304"
"1990","Ken Caminiti","Astros","153","541","596","131","105","20","2","4","52","51","48","97","9","4",".242",".302",".309",".611","0.4","1001863"
"1983","Pete Rose","Phillies","151","493","555","121","104","14","3","0","52","45","52","28","7","7",".245",".316",".286",".602","-1.9","1011217"
"2003","Royce Clayton","Brewers","146","483","543","110","82","16","1","11","49","39","49","92","5","2",".228",".301",".333",".634","-0.8","226"
"1996","Bret Boone","Reds","142","520","568","121","85","21","3","12","56","69","31","100","3","2",".233",".275",".354",".629","0.0","1067"
"2007","Omar Vizquel","Giants","145","513","575","126","101","18","3","4","54","51","44","48","14","6",".246",".305",".316",".621","2.0","411"
"2016","Ryan Zimmerman","Nationals","115","427","467","93","59","18","1","15","60","46","29","104","4","1",".218",".272",".370",".642","-1.4","4220"
"2008","Willy Taveras","Rockies","133","479","538","120","102","15","2","1","64","26","36","79","68","7",".251",".308",".296",".604","-0.2","1876"
"2009","Emilio Bonifacio","Marlins","127","461","509","116","98","11","6","1","72","27","34","95","21","9",".252",".303",".308",".611","-0.5","4054"
"1955","Eddie Miksis","Cubs","131","481","524","113","88","14","2","9","52","41","32","55","3","6",".235",".282",".328",".611","-0.2","1008854"
"1980","Tony Scott","Cardinals","143","415","461","104","82","19","3","0","51","28","35","68","22","10",".251",".308",".311",".619","0.6","1011695"
"1992","Mark Lemke","Braves","155","427","491","97","80","7","4","6","38","26","50","39","0","3",".227",".307",".304",".611","-0.4","1007516"
"1984","Steve Sax","Dodgers","145","569","622","138","109","24","4","1","70","35","47","53","34","19",".243",".300",".304",".604","0.6","1011481"
"2004","Neifi Perez","- - -","126","381","420","97","75","17","1","4","40","39","24","41","1","1",".255",".296",".336",".632","0.6","620"
"1974","Tito Fuentes","Giants","108","390","428","97","80","15","2","0","33","22","22","32","7","3",".249",".293",".297",".591","-0.3","1004385"
"1944","Emil Verban","Cardinals","146","498","538","128","112","14","2","0","51","43","19","14","0","",".257",".287",".293",".580","1.4","1013406"
"1940","Mickey Witek","Giants","119","433","461","111","101","7","0","3","34","31","24","17","2","",".256",".295",".293",".589","0.7","1014163"
"1945","Woody Williams","Reds","133","482","534","114","100","14","0","0","46","27","39","24","6","",".237",".296",".266",".562","-0.1","1014045"
"2004","Jason Phillips","Mets","128","362","412","79","54","18","0","7","34","34","35","42","0","1",".218",".298",".326",".624","-0.9","892"
"1978","Bill Almon","Padres","138","405","442","102","81","19","2","0","39","21","33","74","17","5",".252",".308",".309",".616","-0.2","1000174"
"1982","Alex Trevino","Reds","120","355","401","89","75","10","3","1","24","33","34","34","3","1",".251",".318",".304",".622","0.2","1013180"
"1988","Andres Thomas","Braves","153","606","627","153","116","22","2","13","54","68","14","95","7","3",".252",".268",".360",".628","-1.2","1012962"
"2011","Ronny Cedeno","Pirates","128","413","454","103","73","25","3","2","43","32","30","93","2","5",".249",".297",".339",".636","0.9","2179"
"1953","Roy McMillan","Reds","155","557","610","130","106","15","4","5","51","43","43","52","2","4",".233",".290",".302",".591","0.5","1008643"
"1963","Frank Bolling","Braves","142","542","606","132","107","18","2","5","73","43","41","47","2","1",".244",".299",".312",".611","1.3","1001147"
"2015","Nick Ahmed","Diamondbacks","134","421","459","95","63","17","6","9","49","34","29","81","4","5",".226",".275",".359",".634","1.0","12147"
"1982","Hubie Brooks","Mets","126","457","498","114","89","21","2","2","40","40","28","76","6","3",".249",".297",".317",".614","-1.1","1001472"
"1984","Ron Oester","Reds","150","553","601","134","102","26","3","3","54","38","41","97","7","2",".242",".295",".316",".612","-0.8","1009739"
"1943","Connie Ryan","Braves","132","457","531","97","84","10","2","1","52","24","58","56","7","",".212",".301",".249",".550","-0.1","1011335"
"2017","Dansby Swanson","Braves","144","488","551","113","82","23","2","6","59","51","59","120","3","3",".232",".312",".324",".636","-0.2","18314"
"1978","Derrel Thomas","Padres","128","352","401","80","65","10","2","3","36","26","35","37","11","6",".227",".301",".293",".594","1.1","1012971"
"2014","Jedd Gyorko","Padres","111","400","443","84","56","17","1","10","37","51","36","100","3","2",".210",".280",".333",".612","-0.1","10816"
"1988","Jose Uribe","Giants","141","493","535","124","104","10","7","3","47","35","36","69","14","10",".252",".301",".318",".620","1.0","1013300"
"1976","Steve Swisher","Cubs","109","377","411","89","68","13","3","5","25","42","20","82","2","1",".236",".275",".326",".601","0.5","1012795"
"2004","Mike Matheny","Cardinals","122","385","419","95","67","22","1","5","28","50","23","83","0","2",".247",".292",".348",".640","-0.2","1169"
"2014","Will Venable","Padres","146","406","448","91","68","13","2","8","47","33","33","107","11","6",".224",".288",".325",".613","0.7","211"
"2013","Juan Lagares","Mets","121","392","421","95","65","21","5","4","35","34","20","96","6","3",".242",".281",".352",".633","2.3","5384"
"1960","Julian Javier","Cardinals","119","451","488","107","76","19","8","4","55","21","21","72","19","4",".237",".273",".341",".614","-0.2","1006371"
"1988","Shawon Dunston","Cubs","155","575","599","143","105","23","6","9","69","56","16","108","30","9",".249",".271",".357",".627","0.3","1401"
"1969","Jesus Alou","Astros","115","452","476","112","84","19","4","5","49","34","15","30","4","6",".248",".276",".341",".617","-1.6","1000178"
"2011","Casey McGehee","Brewers","155","546","600","122","83","24","2","13","46","67","45","104","0","3",".223",".280",".346",".626","-0.3","6086"
"1937","George Scharein","Phillies","146","511","560","123","102","20","1","0","44","57","36","47","13","",".241",".293",".284",".577","-1.8","1011525"
"1991","Charlie Hayes","Phillies","142","460","480","106","70","23","1","12","34","53","16","75","3","3",".230",".257",".363",".620","-0.4","1005525"
"1941","Stan Benjamin","Phillies","129","480","508","113","83","20","7","3","47","27","20","81","17","",".235",".266",".325",".591","-1.4","1000835"
"1982","Larry Bowa","Cubs","142","499","549","123","101","15","7","0","50","29","39","38","8","3",".246",".302",".305",".606","-1.1","1001243"
"1957","Granny Hamner","Phillies","133","502","548","114","80","19","5","10","59","62","34","42","3","1",".227",".274",".345",".618","-1.4","1005286"
"1982","Omar Moreno","Pirates","158","645","706","158","128","18","9","3","82","44","44","121","60","26",".245",".292",".315",".606","-0.8","1009167"
"1989","Rafael Ramirez","Astros","151","537","575","132","104","20","2","6","46","54","29","64","3","1",".246",".283",".324",".607","-0.5","1010673"
"1933","Hughie Critz","Giants","133","558","605","137","112","18","5","2","68","33","23","24","4","",".246",".279",".306",".586","3.3","1002780"
"1975","Larvell Blanks","Braves","141","471","517","110","91","13","3","3","49","38","38","43","4","3",".234",".292",".293",".585","-1.6","1001051"
"2003","Alex Cora","Dodgers","148","477","514","119","88","24","3","4","39","34","16","59","4","2",".249",".287",".338",".625","-0.1","1386"
"2015","Michael A. Taylor","Nationals","138","472","511","108","77","15","2","14","49","63","35","158","16","3",".229",".282",".358",".640","-0.1","11489"
"1972","Ken Boswell","Mets","100","355","400","75","56","9","1","9","35","33","32","35","2","2",".211",".274",".318",".592","-0.1","1001223"
"1957","Bobby Morgan","Cubs","125","425","485","88","61","20","2","5","43","27","52","87","5","0",".207",".294",".299",".593","0.9","1009172"
"1978","Tim Foli","Mets","113","413","443","106","83","21","1","1","37","27","14","30","2","5",".257",".283",".320",".603","0.8","1004202"
"2015","Chase Utley","- - -","107","373","423","79","48","21","2","8","37","39","32","64","4","0",".212",".286",".343",".629","0.1","1679"
"1932","Rabbit Maranville","Braves","149","571","635","134","110","20","4","0","67","37","46","28","4","",".235",".295",".284",".579","-0.1","1008099"
"1946","Skeeter Newsome","Phillies","112","375","422","87","74","10","2","1","35","23","30","23","4","",".232",".289",".277",".566","-0.3","1009548"
"1981","Enos Cabell","Giants","96","396","413","101","78","20","1","2","41","36","10","47","6","7",".255",".274",".326",".600","-1.3","1001804"
"1940","Ham Schulte","Phillies","120","436","488","103","82","18","2","1","44","21","32","30","3","",".236",".288",".294",".582","-0.8","1011633"
"1976","Pete Mackanin","Expos","114","380","401","85","60","15","2","8","36","33","15","66","6","2",".224",".256",".337",".593","-0.6","1007912"
"2014","Andrelton Simmons","Braves","146","540","576","132","103","18","4","7","44","46","32","60","4","5",".244",".286",".331",".617","1.7","10847"
"1963","Ken Hubbs","Cubs","154","566","614","133","103","19","3","8","54","47","39","93","8","9",".235",".285",".322",".606","1.1","1006124"
"1943","Eddie Miller","Reds","154","576","632","129","97","26","4","2","49","71","33","43","8","",".224",".271",".293",".564","2.9","1008892"
"1972","Dave Roberts","Padres","100","418","443","102","80","17","0","5","38","33","18","64","7","2",".244",".275",".321",".595","-0.5","1011032"
"2017","Matt Wieters","Nationals","123","422","465","95","65","20","0","10","43","52","38","94","1","0",".225",".288",".344",".632","-1.2","4298"
"1972","Bud Harrelson","Mets","115","418","490","90","75","10","4","1","54","24","58","57","12","4",".215",".313",".266",".578","0.2","1005387"
"2001","Pokey Reese","Reds","133","428","474","96","65","20","2","9","50","40","34","82","25","4",".224",".284",".343",".627","-0.4","1004"
"1983","Hubie Brooks","Mets","150","586","624","147","120","18","4","5","53","58","24","96","6","4",".251",".284",".321",".604","0.5","1001472"
"1963","Don Hoak","Phillies","115","377","411","87","67","11","3","6","35","24","27","52","5","5",".231",".282",".324",".605","1.2","1005866"
"2017","Jose Peraza","Reds","143","487","518","126","108","9","4","5","50","37","20","70","23","8",".259",".297",".324",".622","-0.3","13593"
"1956","Don Hoak","Cubs","121","424","478","91","64","18","4","5","51","37","41","46","8","3",".215",".283",".311",".594","-1.1","1005866"
"1937","Rabbit Warstler","Bees","149","555","630","124","101","20","0","3","57","36","51","62","4","",".223",".291",".276",".567","0.7","1013643"
"1971","Roger Metzger","Astros","150","562","617","132","107","14","11","0","64","26","44","50","15","6",".235",".294",".299",".593","0.6","1008812"
"2004","Brad Ausmus","Astros","129","403","448","100","80","14","1","5","38","31","33","56","2","2",".248",".306",".325",".631","-0.5","546"
"1934","Blondy Ryan","Giants","110","385","416","93","72","19","0","2","35","41","19","68","3","",".242",".277",".306",".584","0.4","1011333"
"1947","Howie Schultz","- - -","116","404","430","90","64","19","1","6","30","35","21","70","0","",".223",".263",".319",".582","-1.9","1011634"
"2019","Jose Peraza","Reds","141","376","403","90","64","18","2","6","37","33","17","58","7","6",".239",".285",".346",".631","-0.6","13593"
"1984","Garry Templeton","Padres","148","493","535","127","103","19","3","2","40","35","39","81","8","3",".258",".312",".320",".633","0.9","1012909"
"1935","Billy Urbanski","Braves","132","514","566","118","97","17","0","4","53","30","40","32","3","",".230",".286",".286",".572","-2.6","1013296"
"1970","Dave Campbell","Padres","154","581","635","127","85","28","2","12","71","40","40","115","18","6",".219",".268",".336",".604","0.2","1001876"
"1993","Tim Wallach","Dodgers","133","477","522","106","74","19","1","12","42","62","32","70","0","2",".222",".271",".342",".612","-1.0","1013554"
"1969","Gary Sutherland","Expos","141","544","596","130","100","26","1","3","63","35","37","31","5","7",".239",".289",".307",".596","-1.4","1012739"
"1967","Cleon Jones","Mets","129","411","446","101","81","10","5","5","46","30","19","57","12","2",".246",".282",".331",".613","-0.3","1006540"
"1993","Todd Hundley","Mets","130","417","448","95","65","17","2","11","40","53","23","62","1","1",".228",".269",".357",".626","-0.3","284"
"1970","Johnny Edwards","Astros","140","458","515","101","74","16","4","7","46","49","51","63","1","0",".221",".299",".319",".618","0.7","1003689"
"1972","Denny Doyle","Phillies","123","442","484","110","93","14","2","1","33","26","31","33","6","7",".249",".295",".296",".591","-0.4","1003460"
"1979","Pepe Frias","Braves","140","475","510","123","100","18","4","1","41","44","20","36","3","2",".259",".290",".320",".610","-1.0","1004346"
"1986","Rafael Ramirez","Braves","134","496","530","119","89","21","1","8","57","33","21","60","19","8",".240",".273",".335",".608","-0.3","1010673"
"1977","Julio Gonzalez","Astros","110","383","413","94","72","18","3","1","34","27","19","45","3","3",".245",".287",".316",".603","-0.1","1004838"
"1944","Charlie Letchas","Blue Jays","116","396","436","94","86","8","0","0","29","33","32","27","0","",".237",".298",".258",".555","-0.3","1007560"
"2014","Jean Segura","Brewers","146","513","557","126","101","14","6","5","61","31","28","70","20","9",".246",".289",".326",".614","0.1","5933"
"1989","Alfredo Griffin","Dodgers","136","506","547","125","96","27","2","0","49","29","29","57","10","7",".247",".287",".308",".596","0.8","1005036"
"1983","Juan Bonilla","Padres","152","556","617","132","107","17","4","4","55","45","50","40","3","0",".237",".301",".304",".605","0.6","1001169"
"1983","Omar Moreno","Astros","97","405","429","98","75","12","11","0","48","25","22","72","30","13",".242",".282",".326",".608","1.2","1009167"
"1951","Virgil Stallcup","Reds","121","428","434","103","76","17","2","8","33","49","6","40","2","4",".241",".251",".346",".597","-0.3","1012393"
"2012","Drew Stubbs","Reds","136","493","544","105","76","13","2","14","75","40","42","166","30","7",".213",".277",".333",".610","1.3","9328"
"2006","Brad Ausmus","Astros","139","439","502","101","82","16","1","2","37","39","45","71","3","1",".230",".308",".285",".593","-1.0","546"
"2012","Brian Bogusevic","Astros","146","355","404","72","54","9","2","7","39","28","41","96","15","4",".203",".297",".299",".596","-0.4","4719"
"1954","Gair Allie","Pirates","121","418","482","83","66","8","6","3","38","30","56","84","1","1",".199",".294",".268",".562","-1.5","1000162"
"2003","Brad Ausmus","Astros","143","450","509","103","85","12","2","4","43","47","46","66","5","3",".229",".303",".291",".594","0.2","546"
"1968","Ron Fairly","Dodgers","141","441","494","103","83","15","1","4","32","43","41","61","0","2",".234",".301",".299",".600","0.1","1003907"
"1981","Rodney Scott","Expos","95","336","402","69","57","9","3","0","43","26","50","35","30","7",".205",".308",".250",".558","0.3","1011693"
"1942","Al Glossop","Phillies","121","454","490","102","82","15","1","4","33","40","29","35","3","",".225",".273",".289",".561","-0.4","1004787"
"1952","Eddie Miksis","Cubs","93","383","407","89","66","20","1","2","44","19","20","32","4","4",".232",".272",".305",".578","-1.0","1008854"
"1971","Larry Bowa","Phillies","159","650","696","162","139","18","5","0","74","25","36","61","28","11",".249",".293",".292",".586","2.3","1001243"
"2010","Alcides Escobar","Brewers","145","506","552","119","91","14","10","4","57","41","36","70","10","4",".235",".288",".326",".614","0.4","6310"
"1976","Larry Bowa","Phillies","156","624","672","155","131","15","9","0","71","49","32","31","30","8",".248",".283",".301",".584","1.2","1001243"
"1986","Vince Coleman","Cardinals","154","600","670","139","118","13","8","0","94","29","60","98","107","14",".232",".301",".280",".581","0.9","1002433"
"1966","Don Kessinger","Cubs","150","533","578","146","135","8","2","1","50","43","26","46","13","7",".274",".306",".302",".608","-1.0","1006877"
"1962","Bob Lillis","Colt .45's","129","457","491","114","97","12","4","1","38","30","28","23","7","3",".249",".292",".300",".591","0.7","1007606"
"1983","Bill Russell","Dodgers","131","451","502","111","96","13","1","1","47","30","33","31","13","9",".246",".302",".286",".588","0.8","1011311"
"1955","Danny O'Connell","Braves","124","453","491","102","77","15","4","6","47","40","28","43","2","2",".225",".276",".316",".592","0.3","1009711"
"2001","Brad Ausmus","Astros","128","422","461","98","66","23","4","5","45","34","30","64","4","1",".232",".284",".341",".625","0.9","546"
"1966","Dal Maxvill","Cardinals","134","394","439","96","79","14","3","0","25","24","37","61","3","0",".244",".312",".294",".606","2.2","1008285"
"1991","Andres Galarraga","Expos","107","375","400","82","58","13","2","9","34","33","23","86","5","6",".219",".268",".336",".604","-0.9","1390"
"1968","Randy Hundley","Cubs","160","553","606","125","96","18","4","7","41","65","39","69","1","0",".226",".280",".311",".591","2.2","1006189"
"1943","Buster Maynard","Giants","121","393","424","81","62","8","2","9","43","32","24","27","3","",".206",".252",".305",".557","-1.9","1008305"
"1986","Steve Jeltz","Phillies","145","439","510","96","81","11","4","0","44","36","65","97","6","3",".219",".320",".262",".581","0.3","1006387"
"1986","Mariano Duncan","Dodgers","109","407","445","93","78","7","0","8","47","30","30","78","48","13",".229",".284",".305",".589","-0.7","1003554"
"1965","Willie Davis","Dodgers","142","558","595","133","96","24","3","10","52","57","14","81","25","9",".238",".263",".346",".609","2.1","1003088"
"2019","Orlando Arcia","Brewers","152","494","546","110","78","16","1","15","51","59","43","109","8","5",".223",".283",".350",".633","-0.4","13185"
"1985","Rafael Ramirez","Braves","138","568","595","141","107","25","4","5","54","58","20","63","2","6",".248",".272",".333",".604","-0.5","1010673"
"1940","Tony Cuccinello","- - -","122","433","459","98","73","18","2","5","40","55","24","51","2","",".226",".269",".312",".580","-0.3","1002848"
"1969","Cito Gaston","Padres","129","391","419","90","70","11","7","2","20","28","24","117","4","4",".230",".275",".309",".585","-0.6","1004566"
"1956","Granny Hamner","Phillies","122","401","438","90","59","24","3","4","42","42","30","42","2","0",".224",".276",".329",".605","-0.7","1005286"
"1944","Eddie Miller","Reds","155","536","594","112","82","21","5","4","48","55","41","41","9","",".209",".269",".289",".558","2.2","1008892"
"2015","Jean Segura","Brewers","142","560","584","144","117","16","5","6","57","50","13","93","25","6",".257",".281",".336",".616","0.1","5933"
"1954","Bob Talbot","Cubs","114","403","428","97","77","15","4","1","45","19","16","25","3","6",".241",".274",".305",".579","-2.1","1012812"
"1977","Rowland Office","Braves","124","428","461","103","84","13","1","5","42","39","23","58","2","4",".241",".282",".311",".593","-2.1","1009741"
"1968","Leo Cardenas","Reds","137","452","499","106","84","13","2","7","45","41","36","83","2","1",".235",".292",".319",".611","0.1","1001938"
"1970","Bill Mazeroski","Pirates","112","367","404","84","63","14","0","7","29","39","27","40","2","0",".229",".283",".324",".607","0.7","1008316"
"1965","Johnny Roseboro","Dodgers","136","437","480","102","84","10","0","8","42","57","34","51","1","6",".233",".289",".311",".601","1.0","1011199"
"1958","Chico Fernandez","Phillies","148","522","578","120","91","18","5","6","38","51","37","48","12","6",".230",".280",".318",".598","-0.8","1003994"
"1968","Jesus Alou","Giants","120","419","436","110","91","15","4","0","26","39","9","23","1","4",".263",".278",".317",".596","-0.3","1000178"
"1938","George Scharein","Phillies","117","390","415","93","72","16","4","1","47","29","16","33","11","",".238",".268",".308",".576","-1.5","1011525"
"2008","Michael Bourn","Astros","138","467","514","107","88","10","4","5","57","29","37","111","41","10",".229",".288",".300",".588","0.0","6387"
"2002","Vinny Castilla","Braves","143","543","578","126","89","23","2","12","56","61","22","69","4","1",".232",".268",".348",".616","-1.5","84"
"1970","Bobby Wine","Expos","159","501","554","116","89","21","3","3","40","51","39","94","0","1",".232",".287",".303",".590","-0.1","1014124"
"1934","Hughie Critz","Giants","137","571","614","138","114","17","1","6","77","40","19","24","3","",".242",".269",".306",".575","1.1","1002780"
"1982","Mike Scioscia","Dodgers","129","365","419","80","63","11","1","5","31","38","44","31","2","0",".219",".302",".296",".598","0.5","1011667"
"2001","Rey Ordonez","Mets","149","461","505","114","83","24","4","3","31","44","34","43","3","2",".247",".299",".336",".635","0.0","889"
"1969","Chris Cannizzaro","Padres","134","418","469","92","71","14","3","4","23","33","42","81","0","1",".220",".290",".297",".587","0.6","1001915"
"1973","John Boccabella","Expos","118","403","440","94","74","13","0","7","25","46","26","57","1","1",".233",".279",".318",".597","-0.1","1001104"
"1957","Don Mueller","Giants","135","450","466","116","102","7","1","6","45","37","13","16","2","0",".258",".280",".318",".597","-2.3","1009278"
"1982","Luis Salazar","Padres","145","524","559","127","99","15","5","8","55","62","23","80","32","9",".242",".274",".336",".610","0.4","1011378"
"1975","Tim Foli","Expos","152","572","630","136","108","25","2","1","64","29","36","49","13","3",".238",".284",".294",".578","0.5","1004202"
"1985","Terry Pendleton","Cardinals","149","559","602","134","110","16","3","5","56","69","37","75","17","12",".240",".285",".306",".591","2.0","1010157"
"1989","Billy Hatcher","- - -","135","481","520","111","85","19","3","4","59","51","30","62","24","7",".231",".277",".308",".584","0.2","1005486"
"1969","Mike Ryan","Phillies","133","446","481","91","60","17","2","12","41","44","30","66","1","1",".204",".256",".332",".588","1.0","1011347"
"1985","Jose Uribe","Giants","147","476","513","113","86","20","4","3","46","26","30","57","8","2",".237",".285",".315",".601","0.5","1013300"
"1982","Ron Gardenhire","Mets","141","384","424","92","71","17","1","3","29","33","23","55","5","6",".240",".279",".313",".592","0.1","1004514"
"1971","Dal Maxvill","Cardinals","142","356","408","80","69","10","1","0","31","24","43","45","1","2",".225",".307",".258",".565","1.3","1008285"
"1990","Terry Pendleton","Cardinals","121","447","484","103","75","20","2","6","46","58","30","58","7","5",".230",".277",".324",".601","0.4","1010157"
"1961","Don Blasingame","- - -","126","451","505","100","77","18","4","1","60","21","41","39","4","3",".222",".288",".286",".574","-1.2","1001056"
"1932","Leo Durocher","Reds","143","457","504","99","71","22","5","1","43","33","36","40","3","",".217",".275",".293",".569","0.0","1003596"
"1985","Manny Trillo","Giants","125","451","505","101","80","16","2","3","36","25","40","44","2","0",".224",".287",".288",".576","0.8","1013184"
"1953","Rocky Bridges","Reds","122","432","477","98","82","13","2","1","52","21","37","42","6","3",".227",".288",".273",".561","-0.6","1001420"
"1963","Howie Goss","Colt .45's","133","411","448","86","57","18","2","9","37","44","31","128","4","6",".209",".264",".328",".592","0.2","1004896"
"2015","Jordy Mercer","Pirates","116","394","430","96","72","21","0","3","34","34","27","73","3","2",".244",".293",".320",".613","0.4","6547"
"1983","Dave Concepcion","Reds","143","528","593","123","100","22","0","1","54","47","56","81","14","9",".233",".303",".280",".583","0.6","1002494"
"2014","Alexi Amarista","Padres","148","423","466","101","81","13","2","5","39","40","29","69","12","1",".239",".286",".314",".600","0.7","9063"
"1975","Roger Metzger","Astros","127","450","510","102","84","7","9","2","54","26","41","39","4","5",".227",".289",".296",".584","1.2","1008812"
"1944","Glen Stewart","Blue Jays","118","377","414","83","67","11","5","0","32","29","28","40","0","",".220",".274",".276",".550","-0.6","1012521"
"2015","Wilson Ramos","Nationals","128","475","504","109","78","16","0","15","41","68","21","101","0","0",".229",".258",".358",".616","-0.5","1433"
"2002","Rey Ordonez","Mets","144","460","499","117","89","25","2","1","53","42","24","46","2","2",".254",".292",".324",".616","0.8","889"
"1973","Ken Reitz","Cardinals","147","426","446","100","72","20","2","6","40","42","9","25","0","1",".235",".256",".333",".589","0.1","1010823"
"1964","Bill Virdon","Pirates","145","473","511","115","98","11","3","3","59","27","30","48","1","5",".243",".287",".298",".585","-0.6","1013437"
"1986","Jose Uribe","Giants","157","453","517","101","82","15","1","3","46","43","61","76","22","11",".223",".315",".280",".596","1.9","1013300"
"1948","Virgil Stallcup","Reds","149","539","566","123","86","30","4","3","40","65","18","52","2","",".228",".253",".315",".569","-1.6","1012393"
"1970","Julian Javier","Cardinals","139","513","551","129","108","16","3","2","62","42","24","70","6","4",".251",".284",".306",".590","-0.8","1006371"
"1990","Jose Uribe","Giants","138","415","448","103","88","8","6","1","35","24","29","49","5","9",".248",".297",".304",".601","-1.0","1013300"
"1974","Enzo Hernandez","Padres","147","512","563","119","98","19","2","0","55","34","38","36","37","10",".232",".285",".277",".562","-0.4","1005700"
"1940","Buddy Hassett","Bees","124","458","485","107","84","19","4","0","59","27","25","16","4","",".234",".273",".293",".566","-1.3","1005478"
"1995","Kevin Stocker","Phillies","125","412","477","90","72","14","3","1","42","32","43","75","6","1",".218",".304",".274",".578","-1.4","1012549"
"1963","Leo Cardenas","Reds","158","565","601","133","100","22","4","7","42","48","23","101","3","5",".235",".270",".326",".595","1.6","1001938"
"1982","Paul Householder","Reds","138","417","456","88","63","11","5","9","40","34","30","77","17","11",".211",".265",".326",".592","-1.2","1006063"
"2008","Khalil Greene","Padres","105","389","423","83","56","15","2","10","30","35","22","100","5","1",".213",".260",".339",".599","-0.7","1826"
"1988","Luis Rivera","Expos","123","371","402","83","59","17","3","4","35","30","24","69","3","4",".224",".271",".318",".589","0.2","1011003"
"2006","Ronny Cedeno","Cubs","151","534","572","131","100","18","7","6","51","41","17","109","8","8",".245",".271",".339",".610","-1.8","2179"
"1966","Julian Javier","Cardinals","147","460","496","105","80","13","5","7","52","31","26","63","11","5",".228",".269",".324",".593","0.8","1006371"
"2006","Yadier Molina","Cardinals","129","417","461","90","58","26","0","6","29","49","26","41","1","2",".216",".274",".321",".595","-0.3","7007"
"1988","Kevin Elster","Mets","149","406","450","87","66","11","1","9","41","37","35","47","2","0",".214",".282",".313",".594","0.8","1003758"
"1968","Don Kessinger","Cubs","160","655","707","157","135","14","7","1","63","32","38","86","9","9",".240",".283",".287",".570","1.3","1006877"
"2018","Scott Kingery","Phillies","147","452","484","102","69","23","2","8","55","35","24","126","10","3",".226",".267",".338",".605","-0.1","17975"
"1940","Bobby Bragan","Phillies","132","474","504","105","83","14","1","7","36","44","28","34","2","",".222",".265",".300",".565","-0.4","1001331"
"1985","Rafael Santana","Mets","154","529","564","136","115","19","1","1","41","29","29","54","1","0",".257",".295",".302",".597","-0.1","1011441"
