"Season","Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","WAR","playerid"
"1960","Ed Bailey","Reds","133","441","510","115","80","19","3","13","52","67","59","70","1","0",".261",".346",".406",".752","3.3","1000421"
"1952","Earl Torgeson","Braves","122","382","471","88","66","17","0","5","49","34","81","38","11","7",".230",".366",".314",".681","0.9","1013124"
"1995","Bret Boone","Reds","138","513","571","137","86","34","2","15","63","68","41","84","5","1",".267",".326",".429",".755","2.2","1067"
"2003","Sean Casey","Reds","147","573","629","167","131","19","3","14","71","80","51","58","4","0",".291",".350",".408",".758","0.7","314"
"1932","Adam Comorosky","Pirates","108","370","411","106","80","18","4","4","54","46","25","20","7","",".286",".337",".389",".726","1.6","1002486"
"1954","Preston Ward","Pirates","117","360","406","97","72","16","2","7","37","48","39","61","0","0",".269",".337",".383",".721","-0.5","1013623"
"1991","Craig Biggio","Astros","149","546","609","161","130","23","4","4","79","46","53","71","19","6",".295",".358",".374",".731","3.5","549"
"2010","Troy Glaus","Braves","128","412","483","99","65","18","0","16","52","71","63","100","0","0",".240",".344",".400",".744","-0.1","15"
"1963","Curt Flood","Cardinals","158","662","714","200","152","34","9","5","112","63","42","57","17","12",".302",".345",".403",".748","4.8","1004165"
"1943","Lonny Frey","Reds","144","586","667","154","124","20","8","2","78","43","76","56","7","",".263",".347",".334",".682","4.8","1004343"
"1996","John Mabry","Cardinals","151","543","591","161","116","30","2","13","63","74","37","84","3","2",".297",".342",".431",".773","1.1","1381"
"2000","Robin Ventura","Mets","141","469","551","109","61","23","1","24","61","84","75","91","3","5",".232",".338",".439",".777","1.9","854"
"1968","Johnny Bench","Reds","154","564","607","155","98","40","2","15","67","82","31","96","1","5",".275",".311",".433",".743","4.5","1000826"
"2006","Todd Walker","- - -","138","442","504","123","90","22","2","9","56","53","55","38","2","1",".278",".356",".398",".754","1.0","359"
"1984","Graig Nettles","Padres","124","395","465","90","58","11","1","20","56","65","58","55","0","0",".228",".329",".413",".742","2.0","1009517"
"1961","Joe Torre","Braves","113","406","441","113","78","21","4","10","40","42","28","60","3","5",".278",".330",".424",".754","3.0","1013133"
"2007","Jose Bautista","Pirates","142","532","614","135","82","36","2","15","75","63","68","101","6","3",".254",".339",".414",".753","0.7","1887"
"1976","Greg Gross","Astros","128","426","501","122","107","12","3","0","52","27","64","39","2","6",".286",".375",".329",".704","2.4","1005086"
"2010","Jose Tabata","Pirates","102","405","441","121","92","21","4","4","61","35","28","57","19","7",".299",".346",".400",".746","1.7","2411"
"1958","Gene Green","Cardinals","137","442","489","124","90","18","3","13","47","55","37","48","2","1",".281",".333",".423",".756","1.4","1004995"
"1987","Robby Thompson","Giants","132","420","474","110","69","26","5","10","62","44","40","91","16","11",".262",".338",".419",".757","1.4","1013023"
"1995","Kurt Abbott","Marlins","120","420","468","107","65","18","7","17","60","60","36","110","4","3",".255",".318",".452",".770","1.8","1000013"
"1937","Buddy Hassett","Dodgers","137","556","595","169","131","31","6","1","71","53","20","19","13","",".304",".334",".387",".721","1.6","1005478"
"2019","Nick Markakis","Braves","116","414","469","118","82","25","2","9","61","62","47","59","2","0",".285",".356",".420",".776","0.4","5930"
"2009","James Loney","Dodgers","158","576","652","162","122","25","2","13","73","90","70","68","7","3",".281",".357",".399",".756","1.1","4556"
"1966","Gene Alley","Pirates","147","579","634","173","128","28","10","7","88","43","27","83","8","8",".299",".334",".418",".752","4.9","1000160"
"1978","Phil Garner","Pirates","154","528","609","138","94","25","9","10","66","66","66","71","27","14",".261",".345",".400",".745","2.6","1004541"
"1935","Phil Cavarretta","Cubs","146","589","636","162","114","28","12","8","85","82","39","61","4","",".275",".322",".404",".726","1.2","1002093"
"2017","Josh Harrison","Pirates","128","486","542","132","88","26","2","16","66","47","28","90","12","4",".272",".339",".432",".771","2.6","8202"
"1955","Frank Thomas","Pirates","142","510","581","125","82","16","2","25","72","72","60","76","2","0",".245",".324",".431",".755","-0.1","1012976"
"1982","Ron Cey","Dodgers","150","556","627","141","93","23","1","24","62","79","57","99","3","2",".254",".323",".428",".751","3.6","1002108"
"1954","Del Crandall","Braves","138","463","514","112","71","18","2","21","60","64","40","56","0","3",".242",".305",".425",".731","2.6","1002729"
"2012","Will Venable","Padres","148","417","470","110","67","26","8","9","62","45","41","94","24","6",".264",".335",".429",".765","2.3","211"
"1986","Tim Flannery","Padres","134","368","432","103","87","11","2","3","48","28","54","61","3","6",".280",".378",".345",".723","1.9","1004138"
"2005","Jimmy Rollins","Phillies","158","677","732","196","135","38","11","12","115","54","47","71","41","6",".290",".338",".431",".770","3.9","971"
"2017","J.T. Realmuto","Marlins","141","532","579","148","95","31","5","17","68","65","36","106","8","2",".278",".332",".451",".783","4.4","11739"
"1965","Tommy Harper","Reds","159","646","745","166","117","28","3","18","126","64","78","127","35","6",".257",".340",".393",".733","3.3","1005383"
"2012","David DeJesus","Cubs","148","506","582","133","88","28","8","9","76","50","61","89","7","8",".263",".350",".403",".753","1.8","1825"
"1993","Derrick May","Cubs","128","465","503","137","100","25","2","10","62","77","31","41","10","3",".295",".336",".422",".757","0.9","1008293"
"1942","Pee Wee Reese","Dodgers","151","564","655","144","112","24","5","3","87","53","82","55","15","",".255",".350",".332",".681","5.5","1010776"
"1936","George Watkins","- - -","124","434","482","110","70","28","6","6","61","48","43","47","7","",".253",".328",".387",".715","0.4","1013671"
"1984","Keith Moreland","Cubs","140","495","539","138","102","17","3","16","59","80","34","71","1","4",".279",".326",".422",".748","0.5","1009161"
"2010","Jeff Keppinger","Astros","137","514","575","148","107","34","1","6","62","59","51","36","4","1",".288",".351",".393",".744","1.3","3856"
"1995","Carlos Garcia","Pirates","104","367","402","108","76","24","2","6","41","50","25","55","8","4",".294",".340",".420",".760","0.1","1004496"
"1984","Cesar Cedeno","Reds","110","380","412","105","69","24","2","10","59","47","25","54","19","3",".276",".321",".429",".750","0.9","1002100"
"1976","Rowland Office","Braves","99","359","407","101","79","17","1","4","51","34","37","49","2","8",".281",".348",".368",".716","-0.4","1009741"
"2015","Brandon Crawford","Giants","143","507","561","130","72","33","4","21","65","84","39","119","6","4",".256",".321",".462",".782","4.3","5343"
"1974","Dave Concepcion","Reds","160","594","653","167","127","25","1","14","70","82","44","79","41","6",".281",".335",".397",".732","5.8","1002494"
"2003","Sean Burroughs","Padres","146","517","578","148","108","27","6","7","62","58","44","75","7","2",".286",".352",".402",".755","2.7","1021"
"1974","Lee May","Astros","152","556","590","149","99","26","0","24","59","85","17","97","1","0",".268",".294",".444",".738","1.4","1008303"
"1942","Vince DiMaggio","Pirates","143","496","560","118","78","22","3","15","57","75","52","87","10","",".238",".311",".385",".697","2.3","1003312"
"2003","Charles Johnson","Rockies","108","356","414","82","42","20","0","20","49","61","49","84","1","3",".230",".320",".455",".775","1.3","523"
"2006","Dave Roberts","Padres","129","499","567","146","113","18","13","2","80","44","51","61","49","6",".293",".360",".393",".752","3.1","670"
"1956","Ray Jablonski","Redlegs","130","407","458","104","63","25","1","15","42","66","37","57","2","4",".256",".324",".432",".756","0.5","1006286"
"1975","Jerry Grote","Mets","119","386","428","114","93","14","5","2","28","39","38","23","0","1",".295",".357",".373",".731","3.0","1005092"
"1992","Spike Owen","Expos","122","386","446","104","78","16","3","7","52","40","50","30","9","4",".269",".348",".381",".729","2.2","1009924"
"2002","Preston Wilson","Marlins","141","510","582","124","77","22","2","23","80","65","58","140","20","11",".243",".329",".429",".759","1.9","545"
"2019","Joey Votto","Reds","142","525","608","137","89","32","1","15","79","47","76","123","5","0",".261",".357",".411",".768","0.7","4314"
"1990","Mike Scioscia","Dodgers","135","435","498","115","78","25","0","12","46","66","55","31","4","1",".264",".348",".405",".753","3.0","1011667"
"2018","Asdrubal Cabrera","- - -","147","546","592","143","83","36","1","23","68","75","41","119","0","0",".262",".316",".458",".774","2.6","4962"
"1996","Mike Lansing","Expos","159","641","705","183","130","40","2","11","99","53","44","85","23","8",".285",".341",".406",".746","2.1","1007334"
"1949","Johnny Wyrostek","Reds","134","474","534","118","85","20","4","9","54","46","58","63","7","",".249",".333",".365",".698","0.7","1014314"
"1932","Wes Schulmerich","Braves","119","404","439","105","67","22","5","11","47","57","27","61","5","",".260",".314",".421",".735","1.6","1011646"
"1968","Tito Francona","Braves","122","346","400","99","83","13","1","2","32","47","51","45","3","0",".286",".376",".347",".723","1.6","1004293"
"1935","Lou Chiozza","Phillies","124","472","513","134","99","26","6","3","71","47","33","44","5","",".284",".333",".383",".717","0.3","1002194"
"1979","Ellis Valentine","Expos","146","548","575","151","98","29","3","21","73","82","22","74","11","9",".276",".303",".454",".758","2.3","1013326"
"1979","Terry Whitfield","Giants","133","394","445","113","84","20","4","5","52","44","36","47","5","4",".287",".349",".396",".745","1.7","1013899"
"1938","Jimmy Ripple","Giants","134","501","569","131","97","21","3","10","68","60","49","21","2","",".261",".333",".375",".709","0.9","1010983"
"1948","Grady Hatton","Reds","133","458","533","110","82","17","2","9","58","44","72","50","7","",".240",".343",".345",".688","1.0","1005496"
"1972","Wes Parker","Dodgers","130","427","502","119","98","14","3","4","45","59","62","43","3","5",".279",".367",".354",".721","2.0","1010009"
"1984","Juan Samuel","Phillies","160","701","737","191","121","36","19","15","105","69","28","168","72","15",".272",".307",".442",".749","3.1","1011400"
"1971","Mike Lum","Braves","145","454","512","122","94","14","1","13","56","55","47","43","0","3",".269",".340",".390",".730","1.8","1007831"
"1962","Norm Larker","Colt .45's","147","506","590","133","100","19","5","9","58","63","70","47","1","1",".263",".358",".374",".732","0.9","1007343"
"2004","Paul Lo Duca","- - -","143","535","594","153","109","29","2","13","68","80","36","49","4","5",".286",".338",".421",".758","2.2","662"
"2008","Rickie Weeks Jr.","Brewers","129","475","560","111","68","22","7","14","89","46","66","115","19","5",".234",".342",".398",".740","2.0","1849"
"2015","Matt Duffy","Giants","149","573","612","169","123","28","6","12","77","77","30","96","12","0",".295",".334",".428",".762","4.4","13836"
"1970","Felix Millan","Braves","142","590","642","183","151","25","5","2","100","37","35","23","16","5",".310",".352",".380",".732","2.3","1008867"
"1952","Davey Williams","Giants","138","540","605","137","95","26","3","13","70","55","48","63","2","3",".254",".324",".385",".709","2.7","1013984"
"1969","Ken Boswell","Mets","102","362","405","101","77","14","7","3","48","32","36","47","7","3",".279",".347",".381",".728","1.7","1001223"
"2018","Trea Turner","Nationals","162","664","740","180","128","27","6","19","103","73","69","132","43","9",".271",".344",".416",".760","4.8","16252"
"2010","Jason Bay","Mets","95","348","401","90","58","20","6","6","48","47","44","91","10","0",".259",".347",".402",".749","1.3","1717"
"2007","Ronnie Belliard","Nationals","147","511","557","148","101","35","1","11","57","58","34","72","3","0",".290",".332",".427",".759","2.3","677"
"2013","Pablo Sandoval","Giants","141","525","584","146","103","27","2","14","52","79","47","79","0","0",".278",".341",".417",".758","2.0","5409"
"2010","Jonny Gomes","Reds","148","511","571","136","91","24","3","18","77","86","39","123","5","3",".266",".327",".431",".758","-0.2","1845"
"2016","Gregory Polanco","Pirates","144","527","587","136","76","34","4","22","79","86","53","119","17","6",".258",".323",".463",".786","2.2","12907"
"1995","Charlie Hayes","Phillies","141","529","589","146","102","30","3","11","58","85","50","88","5","1",".276",".340",".406",".746","2.3","1005525"
"1978","Steve Henderson","Mets","157","587","654","156","107","30","9","10","83","65","60","109","13","7",".266",".333",".399",".732","2.1","1005636"
"2010","Shane Victorino","Phillies","147","587","648","152","98","26","10","18","84","69","53","79","34","6",".259",".327",".429",".756","3.1","1677"
"1992","Marquis Grissom","Expos","159","653","707","180","121","39","6","14","99","66","42","81","78","13",".276",".322",".418",".741","5.1","652"
"1998","Shane Andrews","Expos","150","492","559","117","61","30","1","25","48","69","58","137","1","6",".238",".314",".455",".769","1.9","1588"
"2005","Brad Wilkerson","Nationals","148","565","661","140","80","42","7","11","76","57","84","147","8","10",".248",".351",".405",".756","2.4","804"
"1937","Don Gutteridge","Cardinals","119","447","473","121","78","26","10","7","66","61","25","66","12","",".271",".311",".421",".731","1.0","1005157"
"1944","Buddy Kerr","Giants","150","548","598","146","102","31","4","9","68","63","37","32","14","",".266",".316",".387",".703","2.9","1006870"
"1975","Del Unser","Mets","147","531","580","156","126","18","2","10","65","53","37","76","4","3",".294",".337",".392",".729","2.8","1013286"
"1983","Al Oliver","Expos","157","614","664","184","135","38","3","8","70","84","44","44","1","3",".300",".347",".410",".757","1.7","1009773"
"1969","Ollie Brown","Padres","151","568","621","150","109","18","3","20","76","61","44","97","10","6",".264",".319",".412",".731","2.2","1001551"
