"Season","Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","WAR","playerid"
"1997","Ken Griffey Jr.","Mariners","157","608","704","185","92","34","3","56","125","147","76","121","15","4",".304",".382",".646","1.028","9.0","327"
"1979","Jim Rice","Red Sox","158","619","688","201","117","39","6","39","117","130","57","97","9","4",".325",".381",".596",".977","5.9","1010897"
"1992","Edgar Martinez","Mariners","135","528","592","181","114","46","3","18","100","73","54","61","14","4",".343",".404",".544",".948","6.0","1086"
"1977","Oscar Gamble","White Sox","137","408","470","121","66","22","2","31","75","83","54","54","1","2",".297",".386",".588",".974","3.4","1004473"
"2004","Melvin Mora","Orioles","140","550","636","187","119","41","0","27","111","104","66","95","11","6",".340",".419",".562",".981","6.2","157"
"1952","Mickey Mantle","Yankees","142","549","626","171","104","37","7","23","94","87","75","111","4","1",".311",".394",".530",".924","6.6","1008082"
"2003","Manny Ramirez","Red Sox","154","569","679","185","111","36","1","37","117","104","97","94","3","1",".325",".427",".587","1.014","5.8","210"
"2006","Jim Thome","White Sox","143","490","610","141","73","26","0","42","108","109","107","147","0","0",".288",".416",".598","1.014","4.8","409"
"1998","Mo Vaughn","Red Sox","154","609","681","205","132","31","2","40","107","115","61","144","0","0",".337",".402",".591",".993","6.3","899"
"1997","Mark McGwire","Athletics","105","366","433","104","46","24","0","34","48","81","58","98","1","0",".284",".383",".628","1.012","3.2","1008559"
"2013","Chris Davis","Orioles","160","584","673","167","71","42","1","53","103","138","72","199","4","1",".286",".370",".634","1.004","7.1","9272"
"1935","Buddy Myer","Senators","151","616","720","215","163","36","11","5","115","100","96","40","7","6",".349",".440",".468",".907","6.0","1009415"
"1941","Joe Cronin","Red Sox","143","518","615","161","99","38","8","16","98","95","82","55","1","4",".311",".406",".508",".914","5.1","1002796"
"1954","Mickey Mantle","Yankees","146","543","651","163","107","17","12","27","129","102","102","107","5","2",".300",".408",".525",".933","6.7","1008082"
"1936","Goose Goslin","Tigers","147","572","660","180","115","33","8","24","122","125","85","50","14","4",".315",".403",".526",".930","3.9","1004893"
"1948","Ken Keltner","Indians","153","558","656","166","107","24","4","31","91","119","89","52","2","1",".297",".395",".522",".917","7.2","1006821"
"1938","Charlie Gehringer","Tigers","152","568","688","174","117","32","5","20","133","107","113","21","14","1",".306",".425",".486",".911","5.2","1004596"
"1992","Mark McGwire","Athletics","139","467","571","125","61","22","0","42","87","104","90","105","0","1",".268",".385",".585",".970","6.3","1008559"
"1987","Dwight Evans","Red Sox","154","541","657","165","92","37","2","34","109","123","106","98","4","6",".305",".417",".569",".986","4.9","1003865"
"1936","Zeke Bonura","White Sox","148","587","687","194","136","39","7","12","120","138","94","29","4","2",".330",".426",".482",".908","4.7","1001176"
"1943","Rudy York","Tigers","155","571","661","155","88","22","11","34","90","118","84","88","5","5",".271",".366",".527",".893","6.7","1014354"
"1952","Larry Doby","Indians","140","519","611","143","77","26","8","32","104","104","90","111","5","2",".276",".383",".541",".924","6.9","1003346"
"2016","David Ortiz","Red Sox","151","537","626","169","82","48","1","38","79","127","80","86","2","0",".315",".401",".620","1.021","4.5","745"
"1996","Jose Canseco","Red Sox","96","360","432","104","53","22","1","28","68","82","63","82","3","1",".289",".400",".589",".989","3.0","1001918"
"1956","Minnie Minoso","White Sox","151","545","665","172","111","29","11","21","106","88","86","40","12","6",".316",".425",".525",".950","6.2","1008984"
"2010","Kevin Youkilis","Red Sox","102","362","435","111","61","26","5","19","77","62","58","67","4","1",".307",".411",".564",".975","4.2","1935"
"1941","Sam Chapman","Athletics","143","552","602","178","115","29","9","25","97","106","47","49","6","9",".322",".378",".543",".921","5.0","1002152"
"1988","Jose Canseco","Athletics","158","610","705","187","111","34","0","42","120","124","78","128","40","16",".307",".391",".569",".959","7.6","1001918"
"1990","Cecil Fielder","Tigers","159","573","673","159","82","25","1","51","104","132","90","182","0","1",".277",".377",".592",".969","6.5","1004026"
"1950","Al Zarilla","Red Sox","130","471","556","153","102","32","10","9","92","74","76","47","2","3",".325",".423",".493",".915","3.1","1014420"
"2019","Alex Bregman","Astros","156","554","690","164","84","37","2","41","122","112","119","83","5","1",".296",".423",".592","1.015","8.5","17678"
"2005","David Ortiz","Red Sox","159","601","713","180","92","40","1","47","119","148","102","124","1","0",".300",".397",".604","1.001","5.3","745"
"2016","Mike Trout","Angels","159","549","681","173","107","32","5","29","123","100","116","137","30","7",".315",".441",".550",".991","9.7","10155"
"1999","Jason Giambi","Athletics","158","575","695","181","111","36","1","33","115","123","105","106","1","1",".315",".422",".553",".975","5.2","818"
"1996","Juan Gonzalez","Rangers","134","541","592","170","88","33","2","47","89","144","45","82","2","0",".314",".368",".643","1.011","3.5","1251"
"1967","Al Kaline","Tigers","131","458","550","141","86","28","2","25","94","78","83","47","8","2",".308",".411",".541",".952","7.0","1006678"
"1938","Ben Chapman","Red Sox","127","480","553","163","109","40","8","6","92","80","65","33","13","6",".340",".418",".494",".912","3.7","1002141"
"2006","Jermaine Dye","White Sox","146","539","611","170","96","27","3","44","103","120","59","118","7","3",".315",".385",".622","1.006","3.0","911"
"1997","Mo Vaughn","Red Sox","141","527","628","166","107","24","0","35","91","96","86","154","2","2",".315",".420",".560",".980","4.0","899"
"2007","Jorge Posada","Yankees","144","506","589","171","108","42","1","20","91","90","74","98","2","0",".338",".426",".543",".970","5.6","841"
"2004","Travis Hafner","Indians","140","482","576","150","78","41","3","28","96","109","68","111","3","2",".311",".410",".583",".993","4.7","1573"
"1956","Charlie Maxwell","Tigers","141","500","592","163","118","14","3","28","96","87","79","74","1","1",".326",".414",".534",".948","5.8","1008287"
"1957","Roy Sievers","Senators","152","572","657","172","102","23","5","42","99","114","76","55","1","1",".301",".388",".579",".967","4.7","1011959"
"1947","Joe DiMaggio","Yankees","141","534","601","168","107","31","10","20","97","97","64","32","3","0",".315",".391",".522",".913","4.9","1003311"
"2019","Nelson Cruz","Twins","120","454","521","141","74","26","0","41","81","108","56","131","0","1",".311",".392",".639","1.031","4.3","2434"
"2012","Miguel Cabrera","Tigers","161","622","697","205","121","40","0","44","109","139","66","98","4","1",".330",".393",".606",".999","7.3","1744"
"1964","Bob Allison","Twins","149","492","594","141","78","27","4","32","90","86","92","99","10","1",".287",".404",".553",".957","6.2","1000166"
"1949","Eddie Joost","Athletics","144","525","682","138","87","25","3","23","128","81","149","80","2","1",".263",".429",".453",".883","7.0","1006604"
"1999","John Jaha","Athletics","142","457","570","126","68","23","0","35","93","111","101","129","2","0",".276",".414",".556",".970","4.1","1006336"
"1934","Bob Johnson","Athletics","141","547","609","168","102","26","6","34","111","92","58","60","12","8",".307",".375",".563",".938","4.6","1006428"
"1937","Jimmie Foxx","Red Sox","150","569","673","162","96","24","6","36","111","127","99","96","10","8",".285",".392",".538",".929","4.1","1004285"
"1962","Al Kaline","Tigers","100","398","452","121","70","16","6","29","78","94","47","39","4","0",".304",".376",".593",".969","4.7","1006678"
